Date (yyyy/mm/dd),Workout,Workout Name,Program Name,Body Weight (KG),Exercise,Sets×Reps,Sets×Time,Top Set (Reps×KG),e1RM (KG),Reps,Volume (KG),Workout Volume (KG),Duration (hours),Start Time (h:mm),End Time (h:mm),Notes,Set 1 (Reps),Set 1 (KG),Set 2 (Reps),Set 2 (KG),Set 3 (Reps),Set 3 (KG),Set 4 (Reps),Set 4 (KG),Set 5 (Reps),Set 5 (KG)
2023/06/19,49,"Workout B","Stronglifts 5×5",86,"Overhead Press",5×5,,5×35,43.1,25,875,2412.5,0.47389,13:51,14:20,"",5,35,5,35,5,35,5,35,5,35
2023/06/19,49,"Workout B","Stronglifts 5×5",86,"Deadlift",1×5,,5×45,55.4,5,225,2412.5,0.47389,13:51,14:20,"",5,45,,,,,,,,
2023/06/21,50,"Workout A","Stronglifts 5×5",86,"Squat",5×5,,5×55,67.8,25,1375,3500.0,0.86528,17:55,18:47,"",5,55,5,55,5,55,5,55,5,55
2023/06/21,50,"Workout A","Stronglifts 5×5",86,"Bench Press",5×5,,5×52.5,64.7,25,1312.5,3500.0,0.86528,17:55,18:47,"",5,52.5,5,52.5,5,52.5,5,52.5,5,52.5
2023/06/21,50,"Workout A","Stronglifts 5×5",86,"Barbell Row",5×5,,5×32.5,40,25,812.5,3500.0,0.86528,17:55,18:47,"",5,32.5,5,32.5,5,32.5,5,32.5,5,32.5
2023/06/23,51,"Workout B","Stronglifts 5×5",86,"Squat",5×5,,5×67.5,83.2,25,1687.5,2800.0,0.75639,18:48,19:33,"",5,67.5,5,67.5,5,67.5,5,67.5,5,67.5
2023/06/23,51,"Workout B","Stronglifts 5×5",86,"Overhead Press",5×5,,5×35,43.1,25,875,2800.0,0.75639,18:48,19:33,"",5,35,5,35,5,35,5,35,5,35
2023/06/23,51,"Workout B","Stronglifts 5×5",86,"Deadlift",1×5,,5×47.5,58.5,5,237.5,2800.0,0.75639,18:48,19:33,"",5,47.5,,,,,,,,
2023/06/26,52,"Workout A","Stronglifts 5×5",86,"Squat",5×5,,5×70,86.3,25,1750,4000.0,0.90333,20:05,20:59,"",5,70,5,70,5,70,5,70,5,70
2023/06/26,52,"Workout A","Stronglifts 5×5",86,"Bench Press",5×5,,5×55,67.8,25,1375,4000.0,0.90333,20:05,20:59,"",5,55,5,55,5,55,5,55,5,55
2023/06/26,52,"Workout A","Stronglifts 5×5",86,"Barbell Row",5×5,,5×35,43.1,25,875,4000.0,0.90333,20:05,20:59,"",5,35,5,35,5,35,5,35,5,35
2023/06/28,53,"Workout B","Stronglifts 5×5",86,"Squat",5×5,,5×75,92.4,25,1875,3250.0,0.71417,18:54,19:37,"",5,75,5,75,5,75,5,75,5,75
2023/06/28,53,"Workout B","Stronglifts 5×5",86,"Overhead Press",5×5,,5×35,43.1,25,875,3250.0,0.71417,18:54,19:37,"",5,35,5,35,5,35,5,35,5,35
2023/06/28,53,"Workout B","Stronglifts 5×5",86,"Deadlift",1×5,,5×100,123.3,5,500,3250.0,0.71417,18:54,19:37,"",5,100,,,,,,,,
2023/06/30,54,"Workout A","Stronglifts 5×5",86,"Squat",5×5,,5×80,98.6,25,2000,4750.0,1.1864,08:25,09:36,"Fasted workout. Ample meat yesterday. Coffee on last set. Feeling strong.",5,80,5,80,5,80,5,80,5,80
2023/06/30,54,"Workout A","Stronglifts 5×5",86,"Bench Press",5×5,,5×60,73.9,25,1500,4750.0,1.1864,08:25,09:36,"Fasted workout. Ample meat yesterday. Coffee on last set. Feeling strong.",5,60,5,60,5,60,5,60,5,60
2023/06/30,54,"Workout A","Stronglifts 5×5",86,"Barbell Row",5×5,,5×50,61.6,25,1250,4750.0,1.1864,08:25,09:36,"Fasted workout. Ample meat yesterday. Coffee on last set. Feeling strong.",5,50,5,50,5,50,5,50,5,50
2023/07/03,55,"Workout B","Stronglifts 5×5",86,"Squat",5×5,,5×82.5,101.7,25,2062.5,3212.5,0.75583,13:53,14:38,"",5,82.5,5,82.5,5,82.5,5,82.5,5,82.5
2023/07/03,55,"Workout B","Stronglifts 5×5",86,"Overhead Press",5×5,,5×36,44.3,25,900,3212.5,0.75583,13:53,14:38,"",5,36,5,36,5,36,5,36,5,36
2023/07/03,55,"Workout B","Stronglifts 5×5",86,"Deadlift",1×5,,5×50,61.6,5,250,3212.5,0.75583,13:53,14:38,"",5,50,,,,,,,,
2023/07/05,56,"Workout A","Stronglifts 5×5",86,"Squat",5×5,,5×85,104.8,25,2125,5125.0,1.1842,14:58,21:31,"",5,85,5,85,5,85,5,85,5,85
2023/07/05,56,"Workout A","Stronglifts 5×5",86,"Bench Press",5×5,,5×65,80.1,25,1625,5125.0,1.1842,14:58,21:31,"",5,65,5,65,5,65,5,65,5,65
2023/07/05,56,"Workout A","Stronglifts 5×5",86,"Barbell Row",5×5,,5×55,67.8,25,1375,5125.0,1.1842,14:58,21:31,"",5,55,5,55,5,55,5,55,5,55
2023/07/07,57,"Workout B","Stronglifts 5×5",86,"Squat",5×5,,5×80,98.6,25,2000,3275.0,0.82139,20:32,21:21,"",5,80,5,80,5,80,5,80,5,80
2023/07/07,57,"Workout B","Stronglifts 5×5",86,"Overhead Press",5×5,,5×37,45.6,25,925,3275.0,0.82139,20:32,21:21,"",5,37,5,37,5,37,5,37,5,37
2023/07/07,57,"Workout B","Stronglifts 5×5",86,"Deadlift",1×5,,5×70,86.3,5,350,3275.0,0.82139,20:32,21:21,"",5,70,,,,,,,,
2023/07/11,58,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×85,104.8,25,2125,4625.0,0.73667,17:45,18:29,"",5,85,5,85,5,85,5,85,5,85
2023/07/11,58,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×60,73.9,25,1500,4625.0,0.73667,17:45,18:29,"",5,60,5,60,5,60,5,60,5,60
2023/07/11,58,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×40,49.3,25,1000,4625.0,0.73667,17:45,18:29,"",5,40,5,40,5,40,5,40,5,40
2023/07/13,59,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×87.5,107.8,25,2187.5,3375.0,0.88639,20:37,17:56,"",5,87.5,5,87.5,5,87.5,5,87.5,5,87.5
2023/07/13,59,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×37,45.6,25,925,3375.0,0.88639,20:37,17:56,"",5,37,5,37,5,37,5,37,5,37
2023/07/13,59,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×52.5,64.7,5,262.5,3375.0,0.88639,20:37,17:56,"",5,52.5,,,,,,,,
2023/07/15,60,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×90,110.9,25,2250,4750.0,1.0961,18:29,19:35,"",5,90,5,90,5,90,5,90,5,90
2023/07/15,60,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×60,73.9,25,1500,4750.0,1.0961,18:29,19:35,"",5,60,5,60,5,60,5,60,5,60
2023/07/15,60,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×40,49.3,25,1000,4750.0,1.0961,18:29,19:35,"",5,40,5,40,5,40,5,40,5,40
2023/07/17,61,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×90,110.9,25,2250,3650.0,0.86556,20:35,21:27,"",5,90,5,90,5,90,5,90,5,90
2023/07/17,61,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,3650.0,0.86556,20:35,21:27,"",5,40,5,40,5,40,5,40,5,40
2023/07/17,61,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×80,98.6,5,400,3650.0,0.86556,20:35,21:27,"",5,80,,,,,,,,
2023/07/19,62,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×92.5,114,25,2312.5,4937.5,1.1825,20:15,21:26,"",5,92.5,5,92.5,5,92.5,5,92.5,5,92.5
2023/07/19,62,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×62.5,77,25,1562.5,4937.5,1.1825,20:15,21:26,"",5,62.5,5,62.5,5,62.5,5,62.5,5,62.5
2023/07/19,62,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×42.5,52.4,25,1062.5,4937.5,1.1825,20:15,21:26,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2023/07/22,63,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×95,117.1,25,2375,3812.5,0.745,18:54,21:54,"",5,95,5,95,5,95,5,95,5,95
2023/07/22,63,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×41,50.5,25,1025,3812.5,0.745,18:54,21:54,"",5,41,5,41,5,41,5,41,5,41
2023/07/22,63,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×82.5,101.7,5,412.5,3812.5,0.745,18:54,21:54,"",5,82.5,,,,,,,,
2023/07/25,64,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×92.5,114,25,2312.5,5062.5,1.2217,19:17,20:53,"",5,92.5,5,92.5,5,92.5,5,92.5,5,92.5
2023/07/25,64,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×65,80.1,25,1625,5062.5,1.2217,19:17,20:53,"",5,65,5,65,5,65,5,65,5,65
2023/07/25,64,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×45,55.4,25,1125,5062.5,1.2217,19:17,20:53,"",5,45,5,45,5,45,5,45,5,45
2023/07/27,65,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×95,117.1,25,2375,3880.0,0.82639,21:01,11:41,"",5,95,5,95,5,95,5,95,5,95
2023/07/27,65,"Workout B","Stronglifts 5×5",90,"Overhead Press",5/5/5/4/5,,5×45,52.1,24,1080,3880.0,0.82639,21:01,11:41,"",5,45,5,45,5,45,4,45,5,45
2023/07/27,65,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×85,104.8,5,425,3880.0,0.82639,21:01,11:41,"",5,85,,,,,,,,
2023/07/29,66,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×95,117.1,25,2375,5187.5,1.2694,13:55,16:23,"",5,95,5,95,5,95,5,95,5,95
2023/07/29,66,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×67.5,83.2,25,1687.5,5187.5,1.2694,13:55,16:23,"",5,67.5,5,67.5,5,67.5,5,67.5,5,67.5
2023/07/29,66,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×45,55.4,25,1125,5187.5,1.2694,13:55,16:23,"",5,45,5,45,5,45,5,45,5,45
2023/08/01,67,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×90,110.9,25,2250,3687.5,0.8775,14:35,07:41,"",5,90,5,90,5,90,5,90,5,90
2023/08/01,67,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,3687.5,0.8775,14:35,07:41,"",5,40,5,40,5,40,5,40,5,40
2023/08/01,67,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×87.5,107.8,5,437.5,3687.5,0.8775,14:35,07:41,"",5,87.5,,,,,,,,
2023/08/03,68,"Workout A","",90,"Squat",5×5,,5×90,110.9,25,2250,2250.0,0.36969,20:27,20:50,"",5,90,5,90,5,90,5,90,5,90
2023/08/03,68,"Workout A","",90,"Bench Press",Skipped,,,,0,0,2250.0,0.36969,20:27,20:50,"",0,70,0,70,0,70,0,70,0,70
2023/08/03,68,"Workout A","",90,"Barbell Row",Skipped,,,,0,0,2250.0,0.36969,20:27,20:50,"",0,47.5,0,47.5,0,47.5,0,47.5,0,47.5
2023/08/07,69,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×92.5,114,25,2312.5,5062.5,0.95139,18:11,19:08,"",5,92.5,5,92.5,5,92.5,5,92.5,5,92.5
2023/08/07,69,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×70,86.3,25,1750,5062.5,0.95139,18:11,19:08,"",5,70,5,70,5,70,5,70,5,70
2023/08/07,69,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×40,49.3,25,1000,5062.5,0.95139,18:11,19:08,"",5,40,5,40,5,40,5,40,5,40
2023/08/09,70,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×90,110.9,25,2250,3750.0,0.87778,19:07,20:00,"",5,90,5,90,5,90,5,90,5,90
2023/08/09,70,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,3750.0,0.87778,19:07,20:00,"",5,40,5,40,5,40,5,40,5,40
2023/08/09,70,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×100,123.3,5,500,3750.0,0.87778,19:07,20:00,"",5,100,,,,,,,,
2023/08/13,71,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×90,110.9,25,2250,4562.5,1.0844,20:01,21:06,"",5,90,5,90,5,90,5,90,5,90
2023/08/13,71,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×50,61.6,25,1250,4562.5,1.0844,20:01,21:06,"",5,50,5,50,5,50,5,50,5,50
2023/08/13,71,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×42.5,52.4,25,1062.5,4562.5,1.0844,20:01,21:06,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2023/08/15,72,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×90,110.9,25,2250,3620.0,0.95806,20:16,14:20,"",5,90,5,90,5,90,5,90,5,90
2023/08/15,72,"Workout B","Stronglifts 5×5",90,"Overhead Press",5/5/5/5/-,,5×41,47.5,20,820,3620.0,0.95806,20:16,14:20,"",5,41,5,41,5,41,5,41,0,41
2023/08/15,72,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×110,135.6,5,550,3620.0,0.95806,20:16,14:20,"",5,110,,,,,,,,
2023/11/13,73,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×54.4,67,25,1360,3175.0,1.0383,17:39,18:41,"",5,54.4,5,54.4,5,54.4,5,54.4,5,54.4
2023/11/13,73,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×36.3,44.7,25,907.5,3175.0,1.0383,17:39,18:41,"",5,36.3,5,36.3,5,36.3,5,36.3,5,36.3
2023/11/13,73,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×36.3,44.7,25,907.5,3175.0,1.0383,17:39,18:41,"",5,36.3,5,36.3,5,36.3,5,36.3,5,36.3
2023/11/15,74,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×56.9,70.1,25,1422.5,2605.0,0.64611,18:26,19:09,"",5,56.9,5,56.9,5,56.9,5,56.9,5,56.9
2023/11/15,74,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×36.3,44.7,25,907.5,2605.0,0.64611,18:26,19:09,"",5,36.3,5,36.3,5,36.3,5,36.3,5,36.3
2023/11/15,74,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×55,67.8,5,275,2605.0,0.64611,18:26,19:09,"",5,55,,,,,,,,
2023/11/18,75,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×59.4,73.2,25,1485,3425.0,0.95639,19:55,20:52,"",5,59.4,5,59.4,5,59.4,5,59.4,5,59.4
2023/11/18,75,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×38.8,47.8,25,970,3425.0,0.95639,19:55,20:52,"",5,38.8,5,38.8,5,38.8,5,38.8,5,38.8
2023/11/18,75,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×38.8,47.8,25,970,3425.0,0.95639,19:55,20:52,"",5,38.8,5,38.8,5,38.8,5,38.8,5,38.8
2023/11/20,76,"Workout B","Stronglifts 5×5",90,"Squat",5/5/5/5/-,,5×61.9,71.7,20,1238,2538.0,0.64861,20:20,20:59,"",5,61.9,5,61.9,5,61.9,5,61.9,0,61.9
2023/11/20,76,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,2538.0,0.64861,20:20,20:59,"",5,40,5,40,5,40,5,40,5,40
2023/11/20,76,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×60,73.9,5,300,2538.0,0.64861,20:20,20:59,"",5,60,,,,,,,,
2024/04/09,77,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×40,49.3,25,1000,1900.0,0.62444,20:03,20:41,"",5,40,5,40,5,40,5,40,5,40
2024/04/09,77,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×30,36.9,25,750,1900.0,0.62444,20:03,20:41,"",5,30,5,30,5,30,5,30,5,30
2024/04/09,77,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×30,36.9,5,150,1900.0,0.62444,20:03,20:41,"",5,30,,,,,,,,
2024/04/14,78,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×42.5,52.4,25,1062.5,2877.5,0.62778,09:33,10:11,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2024/04/14,78,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×36.3,44.7,25,907.5,2877.5,0.62778,09:33,10:11,"",5,36.3,5,36.3,5,36.3,5,36.3,5,36.3
2024/04/14,78,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×36.3,44.7,25,907.5,2877.5,0.62778,09:33,10:11,"",5,36.3,5,36.3,5,36.3,5,36.3,5,36.3
2024/04/16,79,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×50,61.6,25,1250,2187.5,0.63278,20:08,20:46,"",5,50,5,50,5,50,5,50,5,50
2024/04/16,79,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×31,38.2,25,775,2187.5,0.63278,20:08,20:46,"",5,31,5,31,5,31,5,31,5,31
2024/04/16,79,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×32.5,40,5,162.5,2187.5,0.63278,20:08,20:46,"",5,32.5,,,,,,,,
2024/04/18,80,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×60,73.9,25,1500,3300.0,0.1,20:05,21:05,"",5,60,5,60,5,60,5,60,5,60
2024/04/18,80,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×32,39.4,25,800,3300.0,0.1,20:05,21:05,"",5,32,5,32,5,32,5,32,5,32
2024/04/18,80,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×40,49.3,25,1000,3300.0,0.1,20:05,21:05,"",5,40,5,40,5,40,5,40,5,40
2024/04/24,81,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×60,73.9,25,1500,2500.0,0.74361,16:43,17:28,"",5,60,5,60,5,60,5,60,5,60
2024/04/24,81,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×30,36.9,25,750,2500.0,0.74361,16:43,17:28,"",5,30,5,30,5,30,5,30,5,30
2024/04/24,81,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×50,61.6,5,250,2500.0,0.74361,16:43,17:28,"",5,50,,,,,,,,
2024/04/27,82,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×70,86.3,25,1750,2750.0,0.51639,19:45,20:16,"",5,70,5,70,5,70,5,70,5,70
2024/04/27,82,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×40,49.3,25,1000,2750.0,0.51639,19:45,20:16,"",5,40,5,40,5,40,5,40,5,40
2024/04/27,82,"Workout A","Stronglifts 5×5",90,"Barbell Row",Skipped,,,,0,0,2750.0,0.51639,19:45,20:16,"",0,42.5,0,42.5,0,42.5,0,42.5,0,42.5
2024/05/01,83,"Workout A","Stronglifts 5×5",85,"Squat",5×5,,5×70,86.3,25,1750,3875.0,0.89833,18:43,19:37,"",5,70,5,70,5,70,5,70,5,70
2024/05/01,83,"Workout A","Stronglifts 5×5",85,"Bench Press",5×5,,5×42.5,52.4,25,1062.5,3875.0,0.89833,18:43,19:37,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2024/05/01,83,"Workout A","Stronglifts 5×5",85,"Barbell Row",5×5,,5×42.5,52.4,25,1062.5,3875.0,0.89833,18:43,19:37,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2024/05/03,84,"Workout B","Stronglifts 5×5",85,"Squat",5×5,,5×75,92.4,25,1875,3175.0,0.64944,20:06,20:50,"",5,75,5,75,5,75,5,75,5,75
2024/05/03,84,"Workout B","Stronglifts 5×5",85,"Overhead Press",5×5,,5×40,49.3,25,1000,3175.0,0.64944,20:06,20:50,"",5,40,5,40,5,40,5,40,5,40
2024/05/03,84,"Workout B","Stronglifts 5×5",85,"Deadlift",1×5,,5×60,73.9,5,300,3175.0,0.64944,20:06,20:50,"",5,60,,,,,,,,
2024/05/08,85,"Workout B","Stronglifts 5×5",85,"Squat",5×5,,5×80,98.6,25,2000,3312.5,0.76861,19:28,20:14,"",5,80,5,80,5,80,5,80,5,80
2024/05/08,85,"Workout B","Stronglifts 5×5",85,"Overhead Press",5×5,,5×40,49.3,25,1000,3312.5,0.76861,19:28,20:14,"",5,40,5,40,5,40,5,40,5,40
2024/05/08,85,"Workout B","Stronglifts 5×5",85,"Deadlift",1×5,,5×62.5,77,5,312.5,3312.5,0.76861,19:28,20:14,"",5,62.5,,,,,,,,
2024/05/10,86,"Workout A","Stronglifts 5×5",85,"Squat",5×5,,5×80,98.6,25,2000,4250.0,0.82,19:35,20:24,"",5,80,5,80,5,80,5,80,5,80
2024/05/10,86,"Workout A","Stronglifts 5×5",85,"Bench Press",5×5,,5×45,55.4,25,1125,4250.0,0.82,19:35,20:24,"",5,45,5,45,5,45,5,45,5,45
2024/05/10,86,"Workout A","Stronglifts 5×5",85,"Barbell Row",5×5,,5×45,55.4,25,1125,4250.0,0.82,19:35,20:24,"",5,45,5,45,5,45,5,45,5,45
2024/05/13,87,"Workout B","Stronglifts 5×5",90,"Squat",5/5/5/4/5,,5×80,92.6,24,1920,3320.0,0,20:45,21:30,"",5,80,5,80,5,80,4,80,5,80
2024/05/13,87,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,3320.0,0,20:45,21:30,"",5,40,5,40,5,40,5,40,5,40
2024/05/13,87,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×80,98.6,5,400,3320.0,0,20:45,21:30,"",5,80,,,,,,,,
2024/05/15,88,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×80,98.6,25,2000,4750.0,0.87028,19:41,20:33,"",5,80,5,80,5,80,5,80,5,80
2024/05/15,88,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×60,73.9,25,1500,4750.0,0.87028,19:41,20:33,"",5,60,5,60,5,60,5,60,5,60
2024/05/15,88,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×50,61.6,25,1250,4750.0,0.87028,19:41,20:33,"",5,50,5,50,5,50,5,50,5,50
2024/05/18,89,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×80,98.6,25,2000,3500.0,0.71917,20:37,21:20,"",5,80,5,80,5,80,5,80,5,80
2024/05/18,89,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,3500.0,0.71917,20:37,21:20,"",5,40,5,40,5,40,5,40,5,40
2024/05/18,89,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×100,123.3,5,500,3500.0,0.71917,20:37,21:20,"",5,100,,,,,,,,
2024/05/23,90,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×85,104.8,25,2125,4875.0,0.68667,20:29,21:11,"",5,85,5,85,5,85,5,85,5,85
2024/05/23,90,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×60,73.9,25,1500,4875.0,0.68667,20:29,21:11,"",5,60,5,60,5,60,5,60,5,60
2024/05/23,90,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×50,61.6,25,1250,4875.0,0.68667,20:29,21:11,"",5,50,5,50,5,50,5,50,5,50
2024/06/01,91,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×80,98.6,25,2000,3500.0,0.73694,09:58,10:43,"",5,80,5,80,5,80,5,80,5,80
2024/06/01,91,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×40,49.3,25,1000,3500.0,0.73694,09:58,10:43,"",5,40,5,40,5,40,5,40,5,40
2024/06/01,91,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×100,123.3,5,500,3500.0,0.73694,09:58,10:43,"",5,100,,,,,,,,
2025/05/13,92,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×40,49.3,25,1000,1725.0,0.60972,19:18,19:54,"",5,40,5,40,5,40,5,40,5,40
2025/05/13,92,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×20,24.6,25,500,1725.0,0.60972,19:18,19:54,"",5,20,5,20,5,20,5,20,5,20
2025/05/13,92,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×45,55.4,5,225,1725.0,0.60972,19:18,19:54,"",5,45,,,,,,,,
2025/05/16,93,"Workout A","Stronglifts 5×5",74.716,"Squat",5×5,,5×42.5,52.4,25,1062.5,2562.5,0.98583,21:13,22:12,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2025/05/16,93,"Workout A","Stronglifts 5×5",74.716,"Bench Press",5×5,,5×30,36.9,25,750,2562.5,0.98583,21:13,22:12,"",5,30,5,30,5,30,5,30,5,30
2025/05/16,93,"Workout A","Stronglifts 5×5",74.716,"Barbell Row",5×5,,5×30,36.9,25,750,2562.5,0.98583,21:13,22:12,"",5,30,5,30,5,30,5,30,5,30
2025/06/01,94,"Workout B","Stronglifts 5×5",74.716,"Squat",5×5,,5×50,61.6,25,1250,2237.5,0.64361,09:06,09:45,"",5,50,5,50,5,50,5,50,5,50
2025/06/01,94,"Workout B","Stronglifts 5×5",74.716,"Overhead Press",5×5,,5×30,36.9,25,750,2237.5,0.64361,09:06,09:45,"",5,30,5,30,5,30,5,30,5,30
2025/06/01,94,"Workout B","Stronglifts 5×5",74.716,"Deadlift",1×5,,5×47.5,58.5,5,237.5,2237.5,0.64361,09:06,09:45,"",5,47.5,,,,,,,,
2025/06/12,95,"Workout A","Stronglifts 5×5",74.716,"Squat",5×5,,5×45,55.4,25,1125,3375.0,0.855,11:46,12:37,"",5,45,5,45,5,45,5,45,5,45
2025/06/12,95,"Workout A","Stronglifts 5×5",74.716,"Bench Press",5×5,,5×45,55.4,25,1125,3375.0,0.855,11:46,12:37,"",5,45,5,45,5,45,5,45,5,45
2025/06/12,95,"Workout A","Stronglifts 5×5",74.716,"Barbell Row",5×5,,5×45,55.4,25,1125,3375.0,0.855,11:46,12:37,"",5,45,5,45,5,45,5,45,5,45
2025/06/15,96,"Workout B","Stronglifts 5×5",74.716,"Squat",5×5,,5×50,61.6,25,1250,2100.0,0.57083,11:36,12:10,"",5,50,5,50,5,50,5,50,5,50
2025/06/15,96,"Workout B","Stronglifts 5×5",74.716,"Overhead Press",5×5,,5×25,30.8,25,625,2100.0,0.57083,11:36,12:10,"",5,25,5,25,5,25,5,25,5,25
2025/06/15,96,"Workout B","Stronglifts 5×5",74.716,"Deadlift",1×5,,5×45,55.4,5,225,2100.0,0.57083,11:36,12:10,"",5,45,,,,,,,,
2025/06/17,97,"Workout A","Stronglifts 5×5",74.716,"Squat",5×5,,5×52.5,64.7,25,1312.5,3812.5,1.0278,11:36,12:38,"",5,52.5,5,52.5,5,52.5,5,52.5,5,52.5
2025/06/17,97,"Workout A","Stronglifts 5×5",74.716,"Bench Press",5×5,,5×50,61.6,25,1250,3812.5,1.0278,11:36,12:38,"",5,50,5,50,5,50,5,50,5,50
